course1,course2,risk,rr
amoxicillin6,cefprozil11,0.82 (0.63-0.98),0.66 (0.34-1.28)
amoxicillin6,nitrofurantoin7,0.82 (0.63-0.98),1.44 (1.03-2.07)
amoxicillin6,azithromycin7,0.82 (0.63-0.98),0.67 (0.44-0.96)
amoxicillin6,cloxacillin12,0.82 (0.63-0.98),0.62 (0.39-1.10)
amoxicillin6,nitrofurantoin6,0.82 (0.63-0.98),1.44 (1.06-2.01)
amoxicillin6,clindamycin10,0.82 (0.63-0.98),0.29 (0.17-0.46)
amoxicillin6,clarithromycin8,0.82 (0.63-0.98),1.06 (0.69-2.01)
amoxicillin6,trimethoprim14,0.82 (0.63-0.98),1.08 (0.39-2.19)
amoxicillin6,clindamycin9,0.82 (0.63-0.98),0.31 (0.19-0.48)
amoxicillin6,cefuroxime14,0.82 (0.63-0.98),0.35 (0.21-0.60)
amoxicillin6,cefprozil12,0.82 (0.63-0.98),0.64 (0.33-1.27)
amoxicillin6,nitrofurantoin8,0.82 (0.63-0.98),1.44 (1.02-2.10)
amoxicillin6,azithromycin8,0.82 (0.63-0.98),0.64 (0.42-0.94)
amoxicillin6,cloxacillin13,0.82 (0.63-0.98),0.60 (0.37-1.08)
amoxicillin6,cephalexin11,0.82 (0.63-0.98),0.64 (0.47-0.84)
amoxicillin6,clindamycin11,0.82 (0.63-0.98),0.28 (0.16-0.44)
amoxicillin6,cephalexin6,0.82 (0.63-0.98),0.86 (0.65-1.09)
amoxicillin6,cephalexin10,0.82 (0.63-0.98),0.67 (0.50-0.88)
amoxicillin6,cephalexin14,0.82 (0.63-0.98),0.57 (0.42-0.75)
amoxicillin6,cephalexin5,0.82 (0.63-0.98),0.87 (0.66-1.11)
amoxicillin6,cephalexin9,0.82 (0.63-0.98),0.71 (0.52-0.92)
amoxicillin6,nitrofurantoin9,0.82 (0.63-0.98),1.43 (1.01-2.11)
amoxicillin6,clindamycin13,0.82 (0.63-0.98),0.25 (0.15-0.40)
amoxicillin6,cephalexin8,0.82 (0.63-0.98),0.74 (0.55-0.96)
amoxicillin6,cephalexin12,0.82 (0.63-0.98),0.62 (0.45-0.81)
amoxicillin6,clindamycin12,0.82 (0.63-0.98),0.26 (0.16-0.42)
amoxicillin6,cephalexin7,0.82 (0.63-0.98),0.78 (0.58-1.01)
amoxicillin6,cloxacillin10,0.82 (0.63-0.98),0.67 (0.43-1.13)
amoxicillin6,ciprofloxacin5,0.82 (0.63-0.98),0.84 (0.63-1.06)
amoxicillin6,cloxacillin5,0.82 (0.63-0.98),0.84 (0.59-1.27)
amoxicillin6,cloxacillin9,0.82 (0.63-0.98),0.69 (0.45-1.15)
amoxicillin6,cloxacillin6,0.82 (0.63-0.98),0.83 (0.58-1.25)
amoxicillin6,clindamycin14,0.82 (0.63-0.98),0.24 (0.14-0.39)
amoxicillin6,cloxacillin8,0.82 (0.63-0.98),0.72 (0.48-1.17)
amoxicillin6,cephalexin13,0.82 (0.63-0.98),0.59 (0.43-0.78)
amoxicillin6,cloxacillin7,0.82 (0.63-0.98),0.76 (0.51-1.20)
amoxicillin6,cloxacillin11,0.82 (0.63-0.98),0.64 (0.41-1.12)
amoxicillin6,ciprofloxacin6,0.82 (0.63-0.98),0.83 (0.62-1.05)
amoxicillin7,cloxacillin14,0.87 (0.64-1.07),0.62 (0.37-1.15)
amoxicillin7,cotrimoxazole7,0.87 (0.64-1.07),1.02 (0.74-1.38)
amoxicillin7,nitrofurantoin10,0.87 (0.64-1.07),1.52 (1.04-2.28)
amoxicillin7,cotrimoxazole5,0.87 (0.64-1.07),1.08 (0.79-1.44)
amoxicillin7,cotrimoxazole9,0.87 (0.64-1.07),0.98 (0.71-1.33)
amoxicillin7,cotrimoxazole13,0.87 (0.64-1.07),0.92 (0.65-1.27)
amoxicillin7,nitrofurantoin13,0.87 (0.64-1.07),1.50 (1.02-2.30)
amoxicillin7,cotrimoxazole8,0.87 (0.64-1.07),1.00 (0.72-1.35)
amoxicillin7,cotrimoxazole12,0.87 (0.64-1.07),0.93 (0.66-1.29)
amoxicillin7,nitrofurantoin12,0.87 (0.64-1.07),1.50 (1.03-2.29)
amoxicillin7,norfloxacin6,0.87 (0.64-1.07),1.43 (0.99-2.26)
amoxicillin7,cotrimoxazole11,0.87 (0.64-1.07),0.95 (0.67-1.30)
amoxicillin7,nitrofurantoin11,0.87 (0.64-1.07),1.51 (1.04-2.29)
amoxicillin7,cotrimoxazole6,0.87 (0.64-1.07),1.08 (0.79-1.44)
amoxicillin7,cotrimoxazole10,0.87 (0.64-1.07),0.96 (0.69-1.31)
amoxicillin7,cotrimoxazole14,0.87 (0.64-1.07),0.91 (0.64-1.25)
amoxicillin7,nitrofurantoin14,0.87 (0.64-1.07),1.49 (1.01-2.30)
amoxicillin7,norfloxacin8,0.87 (0.64-1.07),1.40 (0.93-2.37)
amoxicillin7,cloxacillin12,0.87 (0.64-1.07),0.66 (0.41-1.19)
amoxicillin7,ciprofloxacin7,0.87 (0.64-1.07),0.81 (0.58-1.06)
amoxicillin7,norfloxacin7,0.87 (0.64-1.07),1.41 (0.95-2.34)
amoxicillin7,norfloxacin11,0.87 (0.64-1.07),1.38 (0.89-2.46)
amoxicillin7,levofloxacin6,0.87 (0.64-1.07),1.07 (0.79-1.53)
amoxicillin7,cefixime11,0.87 (0.64-1.07),0.25 (0.12-0.49)
amoxicillin7,norfloxacin10,0.87 (0.64-1.07),1.38 (0.91-2.44)
amoxicillin7,levofloxacin5,0.87 (0.64-1.07),1.09 (0.79-1.56)
amoxicillin7,norfloxacin5,0.87 (0.64-1.07),1.43 (0.99-2.28)
amoxicillin7,norfloxacin9,0.87 (0.64-1.07),1.39 (0.91-2.40)
amoxicillin7,cloxacillin13,0.87 (0.64-1.07),0.64 (0.39-1.17)
amoxicillin7,ciprofloxacin8,0.87 (0.64-1.07),0.77 (0.55-1.02)
amoxicillin7,tetracycline14,0.87 (0.64-1.07),1.68 (1.22-2.77)
amoxicillin7,norfloxacin12,0.87 (0.64-1.07),1.37 (0.88-2.47)
amoxicillin7,levofloxacin7,0.87 (0.64-1.07),0.99 (0.71-1.45)
amoxicillin7,cefixime12,0.87 (0.64-1.07),0.23 (0.11-0.46)
amoxicillin7,moxifloxacin8,0.87 (0.64-1.07),0.41 (0.30-0.54)
amoxicillin7,azithromycin10,0.87 (0.64-1.07),0.63 (0.40-0.96)
amoxicillin7,ciprofloxacin10,0.87 (0.64-1.07),0.72 (0.51-0.95)
amoxicillin7,trimethoprim6,0.87 (0.64-1.07),1.23 (0.57-2.07)
amoxicillin7,azithromycin9,0.87 (0.64-1.07),0.66 (0.42-0.98)
amoxicillin7,ciprofloxacin9,0.87 (0.64-1.07),0.75 (0.53-0.98)
amoxicillin7,trimethoprim5,0.87 (0.64-1.07),1.22 (0.56-2.07)
amoxicillin7,norfloxacin13,0.87 (0.64-1.07),1.36 (0.87-2.47)
amoxicillin7,levofloxacin8,0.87 (0.64-1.07),0.95 (0.67-1.42)
amoxicillin7,cefixime13,0.87 (0.64-1.07),0.22 (0.10-0.44)
amoxicillin7,moxifloxacin9,0.87 (0.64-1.07),0.37 (0.27-0.50)
amoxicillin7,azithromycin11,0.87 (0.64-1.07),0.61 (0.38-0.93)
amoxicillin7,ciprofloxacin11,0.87 (0.64-1.07),0.70 (0.50-0.92)
amoxicillin7,trimethoprim7,0.87 (0.64-1.07),1.19 (0.50-2.17)
amoxicillin7,tetracycline5,0.87 (0.64-1.07),1.62 (1.23-2.43)
amoxicillin7,levofloxacin10,0.87 (0.64-1.07),0.87 (0.60-1.34)
amoxicillin7,cefprozil5,0.87 (0.64-1.07),0.89 (0.52-1.49)
amoxicillin7,norfloxacin14,0.87 (0.64-1.07),1.36 (0.86-2.50)
amoxicillin7,levofloxacin9,0.87 (0.64-1.07),0.91 (0.63-1.37)
amoxicillin7,cefixime14,0.87 (0.64-1.07),0.20 (0.10-0.42)
amoxicillin7,moxifloxacin10,0.87 (0.64-1.07),0.34 (0.25-0.46)
amoxicillin7,azithromycin12,0.87 (0.64-1.07),0.60 (0.37-0.91)
amoxicillin7,ciprofloxacin12,0.87 (0.64-1.07),0.67 (0.48-0.89)
amoxicillin7,trimethoprim8,0.87 (0.64-1.07),1.18 (0.48-2.21)
amoxicillin7,tetracycline6,0.87 (0.64-1.07),1.62 (1.23-2.42)
amoxicillin7,levofloxacin11,0.87 (0.64-1.07),0.84 (0.57-1.30)
amoxicillin7,cefprozil6,0.87 (0.64-1.07),0.89 (0.52-1.48)
amoxicillin7,moxifloxacin12,0.87 (0.64-1.07),0.29 (0.21-0.40)
amoxicillin7,azithromycin14,0.87 (0.64-1.07),0.56 (0.35-0.88)
amoxicillin7,ciprofloxacin14,0.87 (0.64-1.07),0.63 (0.45-0.84)
amoxicillin7,moxifloxacin11,0.87 (0.64-1.07),0.32 (0.23-0.43)
amoxicillin7,azithromycin13,0.87 (0.64-1.07),0.58 (0.36-0.90)
amoxicillin7,ciprofloxacin13,0.87 (0.64-1.07),0.65 (0.47-0.87)
amoxicillin7,trimethoprim9,0.87 (0.64-1.07),1.17 (0.46-2.24)
amoxicillin7,tetracycline7,0.87 (0.64-1.07),1.64 (1.23-2.54)
amoxicillin7,levofloxacin12,0.87 (0.64-1.07),0.80 (0.54-1.27)
amoxicillin7,cefprozil7,0.87 (0.64-1.07),0.81 (0.45-1.44)
amoxicillin7,moxifloxacin13,0.87 (0.64-1.07),0.27 (0.19-0.37)
amoxicillin7,cefixime5,0.87 (0.64-1.07),0.45 (0.25-0.74)
amoxicillin7,clarithromycin5,0.87 (0.64-1.07),1.24 (0.87-2.17)
amoxicillin7,trimethoprim11,0.87 (0.64-1.07),1.16 (0.43-2.31)
amoxicillin7,tetracycline9,0.87 (0.64-1.07),1.65 (1.22-2.62)
amoxicillin7,levofloxacin14,0.87 (0.64-1.07),0.75 (0.50-1.20)
amoxicillin7,trimethoprim10,0.87 (0.64-1.07),1.16 (0.45-2.28)
amoxicillin7,tetracycline8,0.87 (0.64-1.07),1.64 (1.22-2.58)
amoxicillin7,levofloxacin13,0.87 (0.64-1.07),0.77 (0.52-1.23)
amoxicillin7,cefprozil8,0.87 (0.64-1.07),0.78 (0.42-1.41)
amoxicillin7,moxifloxacin14,0.87 (0.64-1.07),0.25 (0.18-0.35)
amoxicillin7,cefixime6,0.87 (0.64-1.07),0.44 (0.25-0.72)
amoxicillin7,clarithromycin6,0.87 (0.64-1.07),1.22 (0.85-2.15)
amoxicillin7,trimethoprim12,0.87 (0.64-1.07),1.15 (0.42-2.33)
amoxicillin7,tetracycline10,0.87 (0.64-1.07),1.66 (1.23-2.65)
amoxicillin7,moxifloxacin5,0.87 (0.64-1.07),0.57 (0.41-0.74)
amoxicillin7,cefprozil10,0.87 (0.64-1.07),0.72 (0.38-1.38)
amoxicillin7,nitrofurantoin6,0.87 (0.64-1.07),1.54 (1.11-2.17)
amoxicillin7,cefixime8,0.87 (0.64-1.07),0.33 (0.17-0.58)
amoxicillin7,cefprozil9,0.87 (0.64-1.07),0.75 (0.40-1.40)
amoxicillin7,nitrofurantoin5,0.87 (0.64-1.07),1.54 (1.11-2.19)
amoxicillin7,cefixime7,0.87 (0.64-1.07),0.36 (0.19-0.63)
amoxicillin7,clarithromycin7,0.87 (0.64-1.07),1.16 (0.77-2.18)
amoxicillin7,trimethoprim13,0.87 (0.64-1.07),1.15 (0.42-2.35)
amoxicillin7,tetracycline11,0.87 (0.64-1.07),1.66 (1.22-2.69)
amoxicillin7,moxifloxacin6,0.87 (0.64-1.07),0.55 (0.40-0.72)
amoxicillin7,cefprozil11,0.87 (0.64-1.07),0.70 (0.36-1.37)
amoxicillin7,nitrofurantoin7,0.87 (0.64-1.07),1.53 (1.08-2.24)
amoxicillin7,cefixime9,0.87 (0.64-1.07),0.30 (0.15-0.55)
amoxicillin7,azithromycin7,0.87 (0.64-1.07),0.71 (0.47-1.05)
amoxicillin7,amoxiclav5,0.87 (0.64-1.07),0.72 (0.51-0.98)
amoxicillin7,tetracycline13,0.87 (0.64-1.07),1.68 (1.23-2.74)
amoxicillin7,clarithromycin8,0.87 (0.64-1.07),1.13 (0.73-2.18)
amoxicillin7,trimethoprim14,0.87 (0.64-1.07),1.15 (0.41-2.36)
amoxicillin7,tetracycline12,0.87 (0.64-1.07),1.67 (1.22-2.72)
amoxicillin7,moxifloxacin7,0.87 (0.64-1.07),0.45 (0.33-0.60)
amoxicillin7,cefprozil12,0.87 (0.64-1.07),0.68 (0.34-1.35)
amoxicillin7,nitrofurantoin8,0.87 (0.64-1.07),1.53 (1.06-2.25)
amoxicillin7,cefixime10,0.87 (0.64-1.07),0.27 (0.14-0.51)
amoxicillin7,azithromycin8,0.87 (0.64-1.07),0.68 (0.45-1.01)
amoxicillin7,amoxiclav6,0.87 (0.64-1.07),0.71 (0.51-0.97)
amoxicillin7,none,0.87 (0.64-1.07),1.53 (1.17-1.89)
amoxicillin7,clarithromycin9,0.87 (0.64-1.07),1.10 (0.68-2.18)
amoxicillin7,cefprozil14,0.87 (0.64-1.07),0.64 (0.32-1.32)
amoxicillin7,amoxiclav9,0.87 (0.64-1.07),0.57 (0.39-0.81)
amoxicillin7,cephalexin5,0.87 (0.64-1.07),0.93 (0.68-1.20)
amoxicillin7,cefprozil13,0.87 (0.64-1.07),0.66 (0.33-1.34)
amoxicillin7,nitrofurantoin9,0.87 (0.64-1.07),1.52 (1.05-2.27)
amoxicillin7,amoxicillin6,0.87 (0.64-1.07),1.06 (1.03-1.09)
amoxicillin7,clarithromycin11,0.87 (0.64-1.07),1.04 (0.61-2.16)
amoxicillin7,amoxiclav7,0.87 (0.64-1.07),0.63 (0.44-0.88)
amoxicillin7,amoxicillin5,0.87 (0.64-1.07),1.07 (1.03-1.10)
amoxicillin7,clarithromycin10,0.87 (0.64-1.07),1.06 (0.64-2.18)
amoxicillin7,cefuroxime5,0.87 (0.64-1.07),0.76 (0.52-1.14)
amoxicillin7,amoxiclav10,0.87 (0.64-1.07),0.54 (0.37-0.78)
amoxicillin7,cephalexin6,0.87 (0.64-1.07),0.91 (0.67-1.18)
amoxicillin7,clarithromycin13,0.87 (0.64-1.07),0.98 (0.55-2.15)
amoxicillin7,cefuroxime8,0.87 (0.64-1.07),0.57 (0.37-0.92)
amoxicillin7,amoxicillin7,0.87 (0.64-1.07),1.00 (1.00-1.00)
amoxicillin7,clarithromycin12,0.87 (0.64-1.07),1.01 (0.58-2.16)
amoxicillin7,amoxiclav8,0.87 (0.64-1.07),0.60 (0.41-0.84)
amoxicillin7,amoxiclav12,0.87 (0.64-1.07),0.50 (0.34-0.72)
amoxicillin7,cephalexin8,0.87 (0.64-1.07),0.79 (0.57-1.04)
amoxicillin7,cefuroxime6,0.87 (0.64-1.07),0.73 (0.50-1.10)
amoxicillin7,amoxiclav11,0.87 (0.64-1.07),0.52 (0.35-0.74)
amoxicillin7,cephalexin7,0.87 (0.64-1.07),0.83 (0.60-1.09)
amoxicillin7,clarithromycin14,0.87 (0.64-1.07),0.96 (0.53-2.12)
amoxicillin7,cefuroxime9,0.87 (0.64-1.07),0.53 (0.33-0.87)
amoxicillin7,amoxicillin8,0.87 (0.64-1.07),0.97 (0.96-0.99)
amoxicillin7,cephalexin10,0.87 (0.64-1.07),0.72 (0.51-0.95)
amoxicillin7,clindamycin7,0.87 (0.64-1.07),0.38 (0.23-0.57)
amoxicillin7,amoxiclav13,0.87 (0.64-1.07),0.48 (0.32-0.69)
amoxicillin7,cephalexin9,0.87 (0.64-1.07),0.75 (0.54-0.99)
amoxicillin7,cefuroxime7,0.87 (0.64-1.07),0.62 (0.41-0.98)
amoxicillin7,cefuroxime11,0.87 (0.64-1.07),0.46 (0.28-0.76)
amoxicillin7,amoxicillin10,0.87 (0.64-1.07),0.92 (0.88-0.96)
amoxicillin7,clindamycin5,0.87 (0.64-1.07),0.46 (0.29-0.66)
amoxicillin7,cefuroxime10,0.87 (0.64-1.07),0.49 (0.30-0.81)
amoxicillin7,amoxicillin9,0.87 (0.64-1.07),0.94 (0.92-0.97)
amoxicillin7,cephalexin11,0.87 (0.64-1.07),0.69 (0.49-0.91)
amoxicillin7,clindamycin8,0.87 (0.64-1.07),0.35 (0.21-0.54)
amoxicillin7,amoxiclav14,0.87 (0.64-1.07),0.46 (0.31-0.67)
amoxicillin7,amoxicillin12,0.87 (0.64-1.07),0.88 (0.82-0.94)
amoxicillin7,cephalexin14,0.87 (0.64-1.07),0.61 (0.43-0.81)
amoxicillin7,cefuroxime12,0.87 (0.64-1.07),0.42 (0.25-0.72)
amoxicillin7,amoxicillin11,0.87 (0.64-1.07),0.90 (0.85-0.95)
amoxicillin7,clindamycin6,0.87 (0.64-1.07),0.46 (0.29-0.66)
amoxicillin7,clindamycin10,0.87 (0.64-1.07),0.31 (0.18-0.49)
amoxicillin7,azithromycin6,0.87 (0.64-1.07),0.79 (0.53-1.12)
amoxicillin7,cephalexin12,0.87 (0.64-1.07),0.66 (0.47-0.87)
amoxicillin7,clindamycin9,0.87 (0.64-1.07),0.33 (0.20-0.52)
amoxicillin7,azithromycin5,0.87 (0.64-1.07),0.79 (0.53-1.12)
amoxicillin7,amoxicillin13,0.87 (0.64-1.07),0.86 (0.80-0.93)
amoxicillin7,ciprofloxacin5,0.87 (0.64-1.07),0.89 (0.65-1.16)
amoxicillin7,cefuroxime13,0.87 (0.64-1.07),0.40 (0.23-0.68)
amoxicillin7,cloxacillin6,0.87 (0.64-1.07),0.89 (0.60-1.37)
amoxicillin7,cloxacillin10,0.87 (0.64-1.07),0.71 (0.45-1.22)
amoxicillin7,clindamycin11,0.87 (0.64-1.07),0.29 (0.17-0.47)
amoxicillin7,cloxacillin5,0.87 (0.64-1.07),0.89 (0.61-1.38)
amoxicillin7,cephalexin13,0.87 (0.64-1.07),0.63 (0.45-0.84)
amoxicillin7,cefuroxime14,0.87 (0.64-1.07),0.37 (0.22-0.65)
amoxicillin7,clindamycin14,0.87 (0.64-1.07),0.26 (0.15-0.42)
amoxicillin7,amoxicillin14,0.87 (0.64-1.07),0.84 (0.77-0.92)
amoxicillin7,ciprofloxacin6,0.87 (0.64-1.07),0.89 (0.64-1.14)
amoxicillin7,cloxacillin9,0.87 (0.64-1.07),0.74 (0.48-1.24)
amoxicillin7,cloxacillin7,0.87 (0.64-1.07),0.81 (0.53-1.29)
amoxicillin7,cloxacillin11,0.87 (0.64-1.07),0.68 (0.43-1.20)
amoxicillin7,clindamycin12,0.87 (0.64-1.07),0.28 (0.16-0.45)
amoxicillin7,clindamycin13,0.87 (0.64-1.07),0.27 (0.16-0.43)
amoxicillin7,cloxacillin8,0.87 (0.64-1.07),0.77 (0.50-1.26)
amoxicillin8,cefixime14,0.89 (0.66-1.11),0.21 (0.10-0.43)
amoxicillin8,cefprozil5,0.89 (0.66-1.11),0.92 (0.53-1.53)
amoxicillin8,cefprozil10,0.89 (0.66-1.11),0.75 (0.38-1.43)
amoxicillin8,cefixime11,0.89 (0.66-1.11),0.26 (0.13-0.50)
amoxicillin8,cefprozil8,0.89 (0.66-1.11),0.80 (0.43-1.46)
amoxicillin8,cefprozil9,0.89 (0.66-1.11),0.77 (0.41-1.45)
amoxicillin8,cefixime13,0.89 (0.66-1.11),0.23 (0.11-0.45)
amoxicillin8,moxifloxacin8,0.89 (0.66-1.11),0.42 (0.30-0.57)
amoxicillin8,cefprozil11,0.89 (0.66-1.11),0.72 (0.37-1.41)
amoxicillin8,cefixime12,0.89 (0.66-1.11),0.24 (0.11-0.48)
amoxicillin8,cefprozil6,0.89 (0.66-1.11),0.91 (0.53-1.53)
amoxicillin8,clarithromycin9,0.89 (0.66-1.11),1.13 (0.71-2.25)
amoxicillin8,ciprofloxacin7,0.89 (0.66-1.11),0.83 (0.59-1.10)
amoxicillin8,moxifloxacin9,0.89 (0.66-1.11),0.38 (0.27-0.52)
amoxicillin8,levofloxacin7,0.89 (0.66-1.11),1.02 (0.72-1.50)
amoxicillin8,cefprozil13,0.89 (0.66-1.11),0.68 (0.34-1.38)
amoxicillin8,ciprofloxacin10,0.89 (0.66-1.11),0.74 (0.52-0.99)
amoxicillin8,levofloxacin6,0.89 (0.66-1.11),1.11 (0.80-1.59)
amoxicillin8,cefprozil12,0.89 (0.66-1.11),0.70 (0.35-1.40)
amoxicillin8,ciprofloxacin9,0.89 (0.66-1.11),0.77 (0.54-1.02)
amoxicillin8,cefprozil7,0.89 (0.66-1.11),0.83 (0.46-1.49)
amoxicillin8,clarithromycin10,0.89 (0.66-1.11),1.10 (0.66-2.25)
amoxicillin8,ciprofloxacin8,0.89 (0.66-1.11),0.80 (0.56-1.06)
amoxicillin8,moxifloxacin10,0.89 (0.66-1.11),0.35 (0.25-0.48)
amoxicillin8,levofloxacin8,0.89 (0.66-1.11),0.98 (0.69-1.47)
amoxicillin8,cefprozil14,0.89 (0.66-1.11),0.66 (0.32-1.37)
amoxicillin8,ciprofloxacin11,0.89 (0.66-1.11),0.72 (0.51-0.95)
amoxicillin8,moxifloxacin13,0.89 (0.66-1.11),0.28 (0.20-0.39)
amoxicillin8,clarithromycin12,0.89 (0.66-1.11),1.04 (0.60-2.22)
amoxicillin8,cefuroxime7,0.89 (0.66-1.11),0.64 (0.42-1.01)
amoxicillin8,moxifloxacin12,0.89 (0.66-1.11),0.30 (0.21-0.42)
amoxicillin8,clarithromycin11,0.89 (0.66-1.11),1.07 (0.63-2.23)
amoxicillin8,cefuroxime6,0.89 (0.66-1.11),0.75 (0.51-1.14)
amoxicillin8,moxifloxacin11,0.89 (0.66-1.11),0.33 (0.23-0.44)
amoxicillin8,levofloxacin9,0.89 (0.66-1.11),0.93 (0.65-1.44)
amoxicillin8,cefuroxime5,0.89 (0.66-1.11),0.78 (0.53-1.18)
amoxicillin8,ciprofloxacin12,0.89 (0.66-1.11),0.69 (0.49-0.92)
amoxicillin8,moxifloxacin14,0.89 (0.66-1.11),0.26 (0.18-0.37)
amoxicillin8,clarithromycin13,0.89 (0.66-1.11),1.01 (0.57-2.22)
amoxicillin8,cefuroxime8,0.89 (0.66-1.11),0.59 (0.38-0.95)
amoxicillin8,clarithromycin5,0.89 (0.66-1.11),1.28 (0.90-2.24)
amoxicillin8,levofloxacin11,0.89 (0.66-1.11),0.86 (0.58-1.34)
amoxicillin8,clindamycin6,0.89 (0.66-1.11),0.47 (0.29-0.68)
amoxicillin8,ciprofloxacin14,0.89 (0.66-1.11),0.65 (0.46-0.88)
amoxicillin8,levofloxacin10,0.89 (0.66-1.11),0.90 (0.61-1.39)
amoxicillin8,clindamycin5,0.89 (0.66-1.11),0.47 (0.29-0.68)
amoxicillin8,ciprofloxacin13,0.89 (0.66-1.11),0.67 (0.48-0.90)
amoxicillin8,nitrofurantoin5,0.89 (0.66-1.11),1.59 (1.14-2.27)
amoxicillin8,clarithromycin14,0.89 (0.66-1.11),0.98 (0.54-2.19)
amoxicillin8,cefuroxime9,0.89 (0.66-1.11),0.54 (0.34-0.90)
amoxicillin8,clarithromycin6,0.89 (0.66-1.11),1.26 (0.87-2.22)
amoxicillin8,levofloxacin12,0.89 (0.66-1.11),0.83 (0.56-1.31)
amoxicillin8,clindamycin7,0.89 (0.66-1.11),0.39 (0.24-0.59)
amoxicillin8,cefuroxime12,0.89 (0.66-1.11),0.44 (0.26-0.75)
amoxicillin8,nitrofurantoin7,0.89 (0.66-1.11),1.58 (1.11-2.31)
amoxicillin8,moxifloxacin5,0.89 (0.66-1.11),0.58 (0.42-0.77)
amoxicillin8,cefuroxime11,0.89 (0.66-1.11),0.47 (0.28-0.79)
amoxicillin8,nitrofurantoin6,0.89 (0.66-1.11),1.58 (1.14-2.25)
amoxicillin8,levofloxacin14,0.89 (0.66-1.11),0.77 (0.51-1.25)
amoxicillin8,cefuroxime10,0.89 (0.66-1.11),0.50 (0.31-0.84)
amoxicillin8,clarithromycin7,0.89 (0.66-1.11),1.20 (0.79-2.23)
amoxicillin8,levofloxacin13,0.89 (0.66-1.11),0.80 (0.53-1.27)
amoxicillin8,clindamycin8,0.89 (0.66-1.11),0.36 (0.22-0.56)
amoxicillin8,cefuroxime13,0.89 (0.66-1.11),0.41 (0.24-0.71)
amoxicillin8,nitrofurantoin8,0.89 (0.66-1.11),1.57 (1.09-2.33)
amoxicillin8,moxifloxacin6,0.89 (0.66-1.11),0.57 (0.41-0.74)
amoxicillin8,cotrimoxazole14,0.89 (0.66-1.11),0.93 (0.65-1.29)
amoxicillin8,cloxacillin12,0.89 (0.66-1.11),0.68 (0.42-1.23)
amoxicillin8,nitrofurantoin11,0.89 (0.66-1.11),1.55 (1.06-2.37)
amoxicillin8,clindamycin10,0.89 (0.66-1.11),0.32 (0.19-0.51)
amoxicillin8,clarithromycin8,0.89 (0.66-1.11),1.16 (0.75-2.25)
amoxicillin8,nitrofurantoin10,0.89 (0.66-1.11),1.56 (1.07-2.36)
amoxicillin8,clindamycin9,0.89 (0.66-1.11),0.34 (0.20-0.53)
amoxicillin8,cefuroxime14,0.89 (0.66-1.11),0.38 (0.22-0.67)
amoxicillin8,nitrofurantoin9,0.89 (0.66-1.11),1.57 (1.08-2.34)
amoxicillin8,moxifloxacin7,0.89 (0.66-1.11),0.47 (0.33-0.62)
amoxicillin8,levofloxacin5,0.89 (0.66-1.11),1.13 (0.81-1.61)
amoxicillin8,cloxacillin13,0.89 (0.66-1.11),0.66 (0.40-1.21)
amoxicillin8,nitrofurantoin12,0.89 (0.66-1.11),1.55 (1.06-2.37)
amoxicillin8,clindamycin11,0.89 (0.66-1.11),0.30 (0.18-0.48)
amoxicillin8,none,0.89 (0.66-1.11),1.58 (1.18-1.97)
amoxicillin8,cotrimoxazole6,0.89 (0.66-1.11),1.11 (0.81-1.48)
amoxicillin8,tetracycline14,0.89 (0.66-1.11),1.73 (1.25-2.87)
amoxicillin8,cephalexin5,0.89 (0.66-1.11),0.96 (0.69-1.24)
amoxicillin8,cotrimoxazole5,0.89 (0.66-1.11),1.11 (0.81-1.49)
amoxicillin8,nitrofurantoin14,0.89 (0.66-1.11),1.54 (1.04-2.39)
amoxicillin8,clindamycin13,0.89 (0.66-1.11),0.28 (0.16-0.44)
amoxicillin8,cloxacillin14,0.89 (0.66-1.11),0.64 (0.38-1.20)
amoxicillin8,nitrofurantoin13,0.89 (0.66-1.11),1.54 (1.05-2.38)
amoxicillin8,clindamycin12,0.89 (0.66-1.11),0.29 (0.17-0.46)
amoxicillin8,amoxicillin5,0.89 (0.66-1.11),1.10 (1.05-1.15)
amoxicillin8,cotrimoxazole7,0.89 (0.66-1.11),1.05 (0.76-1.43)
amoxicillin8,trimethoprim5,0.89 (0.66-1.11),1.26 (0.58-2.15)
amoxicillin8,cephalexin6,0.89 (0.66-1.11),0.94 (0.68-1.22)
amoxicillin8,amoxicillin8,0.89 (0.66-1.11),1.00 (1.00-1.00)
amoxicillin8,norfloxacin5,0.89 (0.66-1.11),1.47 (1.00-2.36)
amoxicillin8,clindamycin14,0.89 (0.66-1.11),0.26 (0.15-0.43)
amoxicillin8,amoxicillin7,0.89 (0.66-1.11),1.03 (1.01-1.04)
amoxicillin8,cotrimoxazole9,0.89 (0.66-1.11),1.01 (0.72-1.38)
amoxicillin8,trimethoprim7,0.89 (0.66-1.11),1.22 (0.51-2.24)
amoxicillin8,amoxicillin6,0.89 (0.66-1.11),1.10 (1.05-1.14)
amoxicillin8,cotrimoxazole8,0.89 (0.66-1.11),1.03 (0.74-1.40)
amoxicillin8,trimethoprim6,0.89 (0.66-1.11),1.26 (0.59-2.15)
amoxicillin8,cephalexin7,0.89 (0.66-1.11),0.85 (0.61-1.13)
amoxicillin8,amoxicillin9,0.89 (0.66-1.11),0.97 (0.96-0.99)
amoxicillin8,norfloxacin6,0.89 (0.66-1.11),1.47 (1.00-2.35)
